4.25,45.75,0.068338505923748,56.75,51.25,0.012495938688517,14.25,49.75,0.42808055877686,56.75,51.25,0.43558606505394,21.75,31.75,0.031454220414162,58.75,31.25,0.023250825703144,21.75,31.75,0.61335790157318,58.25,31.25,0.66342306137085,4.25,20.25,0.50516510009766,58.25,19.75,0.059899374842644,14.25,4.25,0.69058084487915,51.25,5.25,0.027584293857217,20.75,5.75,0.67018556594849,50.25,4.25,0.75847256183624
46.75,49.75,0.56701093912125,62.25,49.75,0.016465758904815,62.25,46.25,0.61228662729263,6.25,36.75,0.017216820269823,40.25,36.25,0.17974376678467,5.75,36.75,0.052772585302591,6.25,36.25,0.43657970428467,46.75,49.25,0.02217005379498,48.25,23.75,0.71528995037079,6.25,21.75,0.21883404254913,46.25,4.75,0.77057605981827,21.75,3.75,0.60173642635345,53.75,4.25,0.52131968736649,20.75,2.75,0.024639988318086
53.75,48.75,0.28291246294975,12.25,60.25,0.051310151815414,62.75,46.25,0.085676468908787,51.25,4.25,0.012483406811953,41.75,34.25,0.18667501211166,8.25,34.25,0.02686258777976,39.25,45.25,0.018658850342035,39.75,45.75,0.071710325777531,55.75,19.75,0.69120907783508,5.75,19.75,0.70621365308762,49.75,4.25,0.75246596336365,19.75,4.25,0.7480434179306,51.75,4.25,0.42872530221939,48.75,4.25,0.023612584918737
4.25,45.75,0.50756794214249,21.25,31.25,0.011382327415049,13.75,49.75,0.60979872941971,55.75,50.25,0.37552663683891,20.75,31.25,0.02812659740448,20.75,33.75,0.013635481707752,20.75,31.25,0.64256685972214,4.25,45.75,0.025543855503201,4.25,18.75,0.86457896232605,59.75,19.75,0.1235714033246,13.75,4.25,0.82419657707214,20.25,4.25,0.032368790358305,22.25,5.75,0.75040358304977,51.25,4.25,0.73538649082184
46.25,49.75,0.70519959926605,5.25,53.75,0.067598961293697,62.25,46.25,0.6994554400444,46.25,49.25,0.045620281249285,39.75,36.25,0.11593289673328,6.75,36.25,0.10102767497301,7.75,37.25,0.31433206796646,53.75,4.25,0.027201905846596,48.25,23.25,0.6364786028862,53.75,3.75,0.021139727905393,45.75,4.25,0.79879343509674,19.75,3.75,0.65737038850784,53.75,3.75,0.43855482339859,45.25,4.75,0.017140496522188
53.75,45.75,0.47523137927055,4.25,49.25,0.28539505600929,60.75,39.75,0.14503572881222,45.75,44.25,0.053914111107588,36.25,32.25,0.11251716315746,8.75,31.25,0.23080614209175,5.25,48.75,0.021809374913573,53.75,45.75,0.02144717797637,55.25,14.25,0.69470155239105,6.75,16.25,0.7545251250267,47.75,2.75,0.67065531015396,18.25,3.25,0.64253032207489,49.25,3.25,0.022521564736962,47.25,2.75,0.038769260048866
4.25,44.25,0.46572303771973,14.25,45.75,0.017973843961954,13.75,48.25,0.58265221118927,55.75,50.25,0.4373961687088,20.75,31.25,0.028717616572976,20.75,33.75,0.014511237852275,20.75,30.75,0.64586097002029,20.75,31.25,0.019031591713428,4.25,17.75,0.72758674621582,57.75,20.25,0.1111566349864,13.75,4.25,0.77559834718704,51.25,5.25,0.040290456265211,22.75,5.75,0.75938194990158,51.75,4.25,0.86317986249924
45.75,49.75,0.72063285112381,61.75,45.75,0.11003801226616,61.75,45.75,0.71271395683289,45.25,50.25,0.072377607226372,39.25,36.25,0.43262252211571,6.25,36.25,0.17707373201847,7.75,36.75,0.30166551470757,7.25,36.75,0.026803506538272,48.25,23.75,0.69491362571716,6.75,22.25,0.38070094585419,44.25,4.25,0.79369032382965,20.25,4.25,0.72232210636139,52.75,3.75,0.55678057670593,21.75,2.75,0.019216855987906
50.25,48.25,0.60246920585632,4.25,49.25,0.013059824705124,60.25,43.25,0.37083214521408,61.75,43.75,0.083499379456043,39.25,34.75,0.58171182870865,8.25,34.25,0.01906069368124,4.75,16.75,0.019408091902733,50.25,47.75,0.019604220986366,52.75,17.75,0.59909218549728,5.75,18.25,0.6098096370697,46.75,4.25,0.79156094789505,19.75,4.25,0.25741472840309,51.25,4.25,0.13241042196751,49.25,4.25,0.033360660076141
4.25,46.25,0.4312784075737,4.25,46.75,0.014207517728209,13.75,50.75,0.41949078440666,56.25,52.25,0.18742075562477,20.25,33.25,0.024013565853238,56.25,32.75,0.0093217361718416,20.25,33.75,0.68375653028488,56.25,32.25,0.39860671758652,4.25,20.25,0.76341342926025,59.25,20.25,0.19644223153591,12.75,5.75,0.78267359733582,48.75,4.25,0.028841771185398,21.25,8.25,0.67206782102585,51.25,5.75,0.77127552032471
45.75,51.25,0.66483390331268,4.75,54.75,0.071814335882664,61.75,48.25,0.68728238344193,45.75,50.75,0.048764526844025,38.25,39.75,0.53719544410706,5.75,38.75,0.6608652472496,36.75,38.75,0.034673731774092,36.75,38.25,0.036054331809282,48.25,23.25,0.54195952415466,8.25,22.25,0.42683172225952,45.25,6.25,0.84332466125488,21.75,4.75,0.70594322681427,53.25,4.75,0.66947722434998,34.75,3.75,0.063761092722416
49.75,48.25,0.6516547203064,4.25,50.25,0.034664295613766,61.75,44.25,0.63721913099289,49.75,49.25,0.03134224191308,39.75,34.75,0.70278549194336,7.75,33.75,0.026662802323699,22.25,4.75,0.02726174518466,22.25,4.75,0.019028620794415,53.75,18.75,0.69948428869247,5.75,18.75,0.29311394691467,47.75,4.75,0.75820803642273,22.25,4.75,0.53101319074631,51.75,4.25,0.10269346088171,49.25,4.25,0.038205459713936
